CustomerID,Gender,Age,TenureMonths,ContractType,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportCallsLast6M,TechSupport,OnlineSecurity,Region,Churned,ChurnFlag,ChurnRiskScore,RiskSegment
CUST6665,Female,69,25,Month-to-month,Fiber,UPI Autopay,2211.76,50350.21,2,No,No,West,No,0,0.713,High
CUST6666,Male,64,58,Month-to-month,No Internet,UPI Autopay,2259.12,136998.07,3,Yes,No,Central,Yes,1,0.645,Medium
CUST6667,Female,22,12,Month-to-month,Fiber,Credit Card,2049.69,24522.01,1,No,Yes,West,No,0,0.679,High
CUST6668,Female,50,21,One year,No Internet,UPI Autopay,3026.16,59629.32,0,No,Yes,North,No,0,0.221,Low
CUST6669,Female,43,61,Two year,Fiber,Electronic Check,2246.72,129782.28,1,No,No,South,Yes,1,0.203,Low
CUST6670,Female,67,45,Month-to-month,Fiber,Bank Transfer,1658.33,76466.84,1,No,No,West,Yes,1,0.575,Medium
CUST6671,Female,20,49,Month-to-month,Fiber,UPI Autopay,343.76,15226.41,0,Yes,No,Central,No,0,0.489,Medium
CUST6672,Male,69,9,Two year,Fiber,Bank Transfer,1718.55,15196.15,2,No,No,West,Yes,1,0.345,Medium
CUST6673,Female,40,47,One year,DSL,Electronic Check,2708.39,118238.36,2,Yes,Yes,North,No,0,0.249,Low
CUST6674,Female,52,9,Month-to-month,DSL,UPI Autopay,3349.0,30301.46,4,No,No,East,Yes,1,0.79,High
CUST6675,Male,63,7,Month-to-month,DSL,Electronic Check,2473.93,16046.25,2,No,No,North,Yes,1,0.785,High
CUST6676,Male,33,18,Month-to-month,DSL,Electronic Check,529.4,9457.71,0,Yes,Yes,West,No,0,0.632,Medium
CUST6677,Male,38,46,Month-to-month,No Internet,Bank Transfer,2876.97,119412.37,4,No,No,South,No,0,0.709,High
CUST6678,Male,26,35,Two year,No Internet,Electronic Check,3001.66,101213.84,1,No,No,North,No,0,0.279,Low
CUST6679,Male,49,35,Month-to-month,Fiber,UPI Autopay,644.91,22236.17,1,Yes,Yes,West,Yes,1,0.595,Medium
CUST6680,Male,41,7,Month-to-month,DSL,Credit Card,1094.47,7937.24,3,No,Yes,West,No,0,0.706,High
CUST6681,Female,22,36,One year,No Internet,UPI Autopay,2016.36,73129.26,3,Yes,No,South,No,0,0.29,Low
CUST6682,Male,55,15,Month-to-month,Fiber,Electronic Check,3219.05,45421.17,0,Yes,No,West,Yes,1,0.797,High
CUST6683,Male,19,19,Two year,Fiber,Electronic Check,771.23,13586.73,3,Yes,No,North,No,0,0.385,Medium
CUST6684,Male,51,40,Two year,DSL,Credit Card,3154.76,124676.07,4,No,No,East,Yes,1,0.261,Low
CUST6685,Female,38,21,Two year,Fiber,Electronic Check,2835.33,61769.73,2,No,Yes,North,No,0,0.363,Medium
CUST6686,Female,24,59,One year,No Internet,Bank Transfer,2810.79,155654.45,3,No,Yes,South,No,0,0.206,Low
CUST6687,Male,33,9,One year,Fiber,Credit Card,1762.03,14792.93,0,No,No,Central,Yes,1,0.273,Low
CUST6688,Male,28,57,Month-to-month,Fiber,UPI Autopay,1738.96,94383.83,2,No,No,North,No,0,0.534,Medium
CUST6689,Male,63,13,Month-to-month,Fiber,Bank Transfer,2729.19,34326.52,3,No,No,West,Yes,1,0.805,High
CUST6690,Female,40,3,One year,DSL,Electronic Check,1985.45,5918.46,2,Yes,No,East,Yes,1,0.41,Medium
CUST6691,Male,26,43,Month-to-month,Fiber,Bank Transfer,3159.06,123805.83,4,No,No,North,No,0,0.71,High
CUST6692,Male,41,61,One year,Fiber,Electronic Check,1940.82,112541.32,0,No,No,Central,No,0,0.207,Low
CUST6693,Male,60,70,Month-to-month,DSL,UPI Autopay,1736.12,122790.07,0,Yes,No,Central,No,0,0.389,Medium
CUST6694,Male,66,50,Month-to-month,Fiber,Credit Card,1003.13,45605.39,1,No,No,Central,No,0,0.56,Medium
CUST6695,Female,45,50,Month-to-month,DSL,Credit Card,964.05,50193.01,4,Yes,No,North,No,0,0.596,Medium
CUST6696,Male,19,29,Two year,DSL,Electronic Check,381.19,10151.95,3,No,Yes,North,No,0,0.258,Low
CUST6697,Male,54,44,Month-to-month,Fiber,Electronic Check,1367.98,60311.29,1,No,Yes,South,No,0,0.649,Medium
CUST6698,Female,34,34,One year,Fiber,UPI Autopay,1744.75,55538.66,1,Yes,No,Central,No,0,0.243,Low
CUST6699,Female,51,36,Two year,DSL,UPI Autopay,991.17,33374.99,0,No,Yes,North,No,0,0.109,Low
CUST6700,Female,47,47,Two year,DSL,Electronic Check,1830.47,86159.38,3,No,Yes,Central,No,0,0.269,Low
CUST6701,Male,37,36,One year,Fiber,Credit Card,917.2,34179.68,2,No,No,North,No,0,0.22,Low
CUST6702,Female,51,33,Month-to-month,DSL,Bank Transfer,1434.2,47529.1,2,No,Yes,South,No,0,0.558,Medium
CUST6703,Male,25,26,Two year,DSL,UPI Autopay,1974.62,50712.95,1,Yes,Yes,North,No,0,0.172,Low
CUST6704,Female,21,59,One year,DSL,UPI Autopay,475.78,28649.51,2,No,No,South,No,0,0.135,Low
CUST6705,Female,52,42,One year,Fiber,Bank Transfer,3139.74,132482.99,2,Yes,No,North,No,0,0.251,Low
CUST6706,Female,57,24,One year,Fiber,Bank Transfer,1671.24,38710.49,4,No,No,South,Yes,1,0.374,Medium
CUST6707,Female,47,55,Month-to-month,Fiber,Electronic Check,1911.94,108440.01,3,No,No,East,No,0,0.694,High
CUST6708,Male,55,10,One year,DSL,Bank Transfer,2817.06,25734.44,1,Yes,Yes,South,No,0,0.286,Low
CUST6709,Male,40,47,Month-to-month,Fiber,Electronic Check,833.12,38169.29,4,No,Yes,North,Yes,1,0.737,High
CUST6710,Male,55,14,Month-to-month,Fiber,Electronic Check,2594.6,37707.83,2,No,Yes,Central,No,0,0.824,High
CUST6711,Female,46,9,Two year,DSL,Electronic Check,435.76,3772.8,2,Yes,No,East,Yes,1,0.305,Low
CUST6712,Male,51,31,Month-to-month,DSL,Electronic Check,2205.62,71254.06,4,No,No,East,Yes,1,0.774,High
CUST6713,Female,28,3,One year,Fiber,Bank Transfer,1555.13,4610.56,3,No,No,South,No,0,0.387,Medium
CUST6714,Female,19,17,Month-to-month,DSL,Electronic Check,3446.41,54417.35,1,No,Yes,South,Yes,1,0.725,High
CUST6715,Female,31,6,Month-to-month,No Internet,Electronic Check,1629.39,9814.53,5,No,No,West,Yes,1,0.888,High
CUST6716,Female,42,35,Month-to-month,DSL,Electronic Check,1696.66,55850.93,0,No,No,East,No,0,0.566,Medium
CUST6717,Male,37,26,Month-to-month,No Internet,Bank Transfer,3453.3,88088.01,1,No,No,Central,No,0,0.689,High
CUST6718,Male,38,67,Month-to-month,Fiber,UPI Autopay,1992.22,123596.65,1,Yes,No,West,Yes,1,0.513,Medium
CUST6719,Male,45,46,One year,Fiber,Electronic Check,2414.44,112528.27,6,Yes,No,Central,Yes,1,0.553,Medium
CUST6720,Female,40,66,One year,DSL,Credit Card,567.99,38012.41,2,No,No,East,No,0,0.123,Low
CUST6721,Male,63,6,Month-to-month,Fiber,UPI Autopay,890.72,5056.48,0,Yes,No,South,No,0,0.649,Medium
CUST6722,Male,33,14,Two year,Fiber,Credit Card,2332.77,32008.54,1,Yes,No,North,No,0,0.274,Low
CUST6723,Male,31,24,Month-to-month,Fiber,Bank Transfer,530.1,12664.69,1,Yes,Yes,Central,Yes,1,0.621,Medium
CUST6724,Female,58,64,Month-to-month,Fiber,Bank Transfer,1909.82,121051.73,4,No,No,South,No,0,0.627,Medium
CUST6725,Female,69,63,One year,No Internet,UPI Autopay,536.05,33452.94,1,No,No,West,No,0,0.154,Low
CUST6726,Female,49,50,Month-to-month,DSL,Credit Card,1469.76,74363.99,2,No,Yes,North,Yes,1,0.473,Medium
CUST6727,Female,26,63,Month-to-month,Fiber,Credit Card,1193.72,69433.52,2,Yes,No,North,No,0,0.516,Medium
CUST6728,Female,52,69,One year,Fiber,Electronic Check,1123.83,80978.27,0,No,No,Central,No,0,0.178,Low
CUST6729,Male,47,44,Month-to-month,DSL,Electronic Check,3112.87,133650.82,2,No,No,Central,No,0,0.696,High
CUST6730,Female,23,71,Month-to-month,DSL,Credit Card,2662.55,195669.61,5,No,Yes,West,Yes,1,0.57,Medium
CUST6731,Female,39,54,One year,DSL,Bank Transfer,1391.11,73250.68,0,No,Yes,North,No,0,0.096,Low
CUST6732,Male,28,44,Month-to-month,Fiber,Electronic Check,1818.16,83680.8,2,Yes,No,South,Yes,1,0.717,High
CUST6733,Female,55,50,One year,Fiber,UPI Autopay,3282.3,154027.31,3,Yes,No,West,No,0,0.3,Low
CUST6734,Female,21,31,Month-to-month,Fiber,Electronic Check,594.52,17656.13,3,No,Yes,East,Yes,1,0.726,High
CUST6735,Female,66,60,Month-to-month,Fiber,Bank Transfer,2718.47,154019.95,3,Yes,No,West,No,0,0.648,Medium
CUST6736,Male,64,35,Month-to-month,Fiber,Electronic Check,2155.38,78510.39,2,Yes,Yes,East,Yes,1,0.744,High
CUST6737,Female,47,55,Two year,Fiber,Electronic Check,2136.47,114981.13,2,No,Yes,East,Yes,1,0.234,Low
CUST6738,Female,61,12,Month-to-month,No Internet,Electronic Check,707.91,8171.56,2,Yes,No,East,Yes,1,0.772,High
CUST6739,Male,59,33,Month-to-month,DSL,UPI Autopay,2130.74,63680.25,1,Yes,No,East,No,0,0.564,Medium
CUST6740,Female,38,61,Month-to-month,Fiber,Credit Card,1148.82,64856.01,3,Yes,No,Central,No,0,0.618,Medium
CUST6741,Male,61,16,Month-to-month,Fiber,Credit Card,532.39,7898.04,1,Yes,No,South,No,0,0.65,Medium
CUST6742,Male,57,17,Month-to-month,DSL,Bank Transfer,3067.97,51925.53,3,No,Yes,North,Yes,1,0.71,High
CUST6743,Female,56,8,Month-to-month,Fiber,UPI Autopay,2442.32,18615.62,3,No,Yes,East,No,0,0.77,High
CUST6744,Male,65,21,Month-to-month,No Internet,UPI Autopay,1630.6,32435.49,2,No,Yes,East,No,0,0.667,High
CUST6745,Female,57,62,Month-to-month,No Internet,Credit Card,3368.28,198074.64,4,No,No,Central,Yes,1,0.664,High
CUST6746,Female,28,12,Two year,No Internet,Electronic Check,1309.37,15432.89,0,No,No,Central,No,0,0.299,Low
CUST6747,Female,18,7,Month-to-month,Fiber,Bank Transfer,1371.89,8958.9,2,Yes,No,East,Yes,1,0.713,High
CUST6748,Female,50,8,One year,Fiber,Electronic Check,916.5,7427.87,1,No,No,East,No,0,0.349,Medium
CUST6749,Female,22,48,Month-to-month,No Internet,UPI Autopay,2296.91,115665.47,3,No,No,East,No,0,0.607,Medium
CUST6750,Female,59,42,Month-to-month,Fiber,UPI Autopay,3051.18,123024.05,2,No,No,South,Yes,1,0.642,Medium
CUST6751,Female,22,46,Month-to-month,No Internet,UPI Autopay,2654.03,120856.42,2,No,No,Central,No,0,0.613,Medium
CUST6752,Female,46,41,Month-to-month,Fiber,Credit Card,3157.03,117242.64,4,No,No,North,Yes,1,0.718,High
CUST6753,Female,31,6,Month-to-month,Fiber,Electronic Check,944.65,5448.33,2,No,No,North,No,0,0.771,High
CUST6754,Male,57,9,Two year,Fiber,Electronic Check,3000.59,25841.08,2,Yes,Yes,Central,No,0,0.506,Medium
CUST6755,Female,54,43,Month-to-month,Fiber,UPI Autopay,2453.97,106527.88,2,No,Yes,North,No,0,0.588,Medium
CUST6756,Female,18,64,One year,No Internet,Credit Card,911.53,58512.44,1,No,No,Central,No,0,0.143,Low
CUST6757,Male,30,70,Two year,DSL,Credit Card,1822.12,120971.1,2,No,No,North,No,0,0.109,Low
CUST6758,Male,31,21,Month-to-month,Fiber,UPI Autopay,739.43,14446.67,2,No,No,Central,No,0,0.677,High
CUST6759,Male,62,70,One year,Fiber,Bank Transfer,2226.93,148522.44,3,Yes,Yes,Central,No,0,0.22,Low
CUST6760,Female,61,59,Month-to-month,Fiber,Electronic Check,2723.14,148944.38,0,Yes,No,West,Yes,1,0.615,Medium
CUST6761,Female,47,20,Two year,Fiber,Credit Card,936.7,17646.64,0,No,No,East,No,0,0.176,Low
CUST6762,Male,32,19,Two year,DSL,Bank Transfer,1697.08,30271.17,1,No,No,East,No,0,0.186,Low
CUST6763,Female,66,11,Month-to-month,No Internet,UPI Autopay,1376.64,15488.02,1,No,No,Central,Yes,1,0.683,High
CUST6764,Male,54,28,Month-to-month,DSL,Electronic Check,2254.9,61056.12,2,No,No,South,No,0,0.723,High
CUST6765,Male,52,44,Month-to-month,DSL,Bank Transfer,1748.11,69852.88,4,No,Yes,East,No,0,0.622,Medium
CUST6766,Female,54,10,One year,No Internet,Credit Card,3095.12,29286.07,0,No,No,East,No,0,0.279,Low
CUST6767,Female,23,9,Month-to-month,No Internet,Bank Transfer,1803.98,15721.9,2,No,Yes,East,Yes,1,0.689,High
CUST6768,Female,40,41,One year,DSL,Credit Card,1633.24,62103.64,4,No,No,West,No,0,0.27,Low
CUST6769,Male,49,32,Month-to-month,DSL,Bank Transfer,1860.38,59631.98,3,No,No,West,No,0,0.662,High
CUST6770,Female,37,57,Two year,No Internet,Electronic Check,3214.56,172744.83,0,Yes,No,South,No,0,0.197,Low
CUST6771,Female,54,48,Two year,No Internet,Bank Transfer,2480.84,108813.14,4,No,No,South,Yes,1,0.276,Low
CUST6772,Female,52,18,One year,Fiber,UPI Autopay,2708.73,47929.74,0,No,No,Central,No,0,0.27,Low
CUST6773,Female,55,14,Month-to-month,No Internet,Bank Transfer,2567.16,37535.75,3,No,Yes,East,No,0,0.748,High
CUST6774,Male,64,17,Month-to-month,DSL,Credit Card,1411.95,22325.33,2,Yes,No,South,No,0,0.664,High
CUST6775,Male,50,38,Two year,No Internet,Electronic Check,1903.6,71830.03,1,Yes,No,North,No,0,0.27,Low
CUST6776,Male,43,68,One year,DSL,Credit Card,903.81,58667.68,3,No,Yes,West,No,0,0.161,Low
CUST6777,Female,27,34,Month-to-month,Fiber,Credit Card,2640.78,86620.13,5,No,Yes,Central,No,0,0.781,High
CUST6778,Female,25,8,Two year,Fiber,Credit Card,950.5,7273.09,1,No,No,West,No,0,0.254,Low
CUST6779,Male,41,32,Two year,DSL,Bank Transfer,1277.45,39361.43,1,No,No,North,No,0,0.15,Low
CUST6780,Male,37,9,Two year,No Internet,UPI Autopay,1594.83,14949.61,2,Yes,Yes,East,No,0,0.294,Low
CUST6781,Female,22,43,Month-to-month,DSL,Bank Transfer,833.22,33631.03,3,No,Yes,West,No,0,0.567,Medium
CUST6782,Female,61,30,Two year,DSL,Credit Card,3114.17,89691.74,3,Yes,No,West,No,0,0.3,Low
CUST6783,Male,24,9,Month-to-month,Fiber,Credit Card,2442.89,22153.34,3,No,Yes,North,Yes,1,0.759,High
CUST6784,Male,19,13,Month-to-month,Fiber,Credit Card,3399.61,42727.45,1,No,No,South,No,0,0.723,High
CUST6785,Female,19,64,Two year,Fiber,Credit Card,2070.61,130139.76,1,Yes,Yes,West,No,0,0.14,Low
CUST6786,Male,33,38,Two year,Fiber,Electronic Check,587.69,20910.45,1,No,No,North,No,0,0.232,Low
CUST6787,Male,39,27,Month-to-month,DSL,Bank Transfer,981.7,23995.91,2,No,Yes,West,Yes,1,0.593,Medium
CUST6788,Male,22,15,Month-to-month,Fiber,Bank Transfer,2911.68,41188.27,2,Yes,No,South,No,0,0.756,High
CUST6789,Female,22,9,Two year,DSL,Bank Transfer,1666.41,15662.05,3,No,No,East,No,0,0.272,Low
CUST6790,Female,18,22,Month-to-month,DSL,Bank Transfer,3309.47,69265.92,1,No,Yes,Central,Yes,1,0.621,Medium
CUST6791,Male,61,5,Month-to-month,Fiber,UPI Autopay,1173.97,5586.53,3,No,Yes,West,No,0,0.772,High
CUST6792,Male,45,25,Month-to-month,Fiber,UPI Autopay,2543.22,62563.04,1,Yes,No,North,No,0,0.658,Medium
CUST6793,Male,23,10,Month-to-month,DSL,Credit Card,2735.87,26851.22,1,No,No,West,Yes,1,0.675,High
CUST6794,Male,47,12,Two year,Fiber,Bank Transfer,1053.82,13125.79,1,No,No,North,No,0,0.231,Low
CUST6795,Female,29,56,Two year,Fiber,Bank Transfer,2049.25,119023.97,3,Yes,No,East,No,0,0.204,Low
CUST6796,Female,32,67,Two year,Fiber,UPI Autopay,750.33,47843.21,1,No,No,West,No,0,0.131,Low
CUST6797,Female,54,31,Month-to-month,Fiber,Credit Card,1539.0,45589.22,2,No,No,South,Yes,1,0.649,Medium
CUST6798,Female,53,2,Two year,DSL,UPI Autopay,2815.26,5784.57,2,Yes,No,West,Yes,1,0.358,Medium
CUST6799,Male,64,24,Month-to-month,Fiber,Credit Card,2944.01,67050.23,4,Yes,No,West,No,0,0.822,High
CUST6800,Female,33,25,One year,Fiber,Bank Transfer,1887.74,44361.73,5,Yes,Yes,North,Yes,1,0.401,Medium
CUST6801,Male,64,5,One year,Fiber,Credit Card,532.2,2495.47,4,No,Yes,South,Yes,1,0.394,Medium
CUST6802,Female,27,8,Month-to-month,Fiber,UPI Autopay,2007.01,16502.85,2,No,No,South,Yes,1,0.729,High
CUST6803,Male,55,51,One year,DSL,Credit Card,2275.37,112720.45,2,Yes,No,East,No,0,0.181,Low
CUST6804,Female,69,1,Two year,Fiber,Bank Transfer,2780.23,2869.85,1,Yes,No,North,No,0,0.346,Medium
CUST6805,Male,45,2,Month-to-month,Fiber,Bank Transfer,2474.22,4990.03,3,Yes,Yes,East,Yes,1,0.806,High
CUST6806,Male,35,32,Two year,Fiber,Credit Card,1626.38,50317.09,3,No,No,Central,No,0,0.295,Low
CUST6807,Male,27,30,Month-to-month,Fiber,Credit Card,898.97,25528.2,3,Yes,No,East,Yes,1,0.683,High
CUST6808,Male,48,55,One year,No Internet,Bank Transfer,1891.5,103419.16,1,Yes,No,North,No,0,0.167,Low
CUST6809,Male,25,18,Month-to-month,Fiber,Credit Card,2477.48,42051.31,2,Yes,No,North,No,0,0.719,High
CUST6810,Female,69,53,One year,DSL,Bank Transfer,329.23,16478.82,2,Yes,Yes,East,No,0,0.15,Low
CUST6811,Female,29,59,One year,DSL,Bank Transfer,2125.82,125336.49,4,Yes,Yes,South,No,0,0.205,Low
CUST6812,Female,30,12,One year,Fiber,UPI Autopay,1824.12,20258.06,5,Yes,No,North,No,0,0.463,Medium
CUST6813,Male,39,22,One year,Fiber,Bank Transfer,598.37,11879.55,1,No,Yes,North,No,0,0.204,Low
CUST6814,Male,59,53,Two year,Fiber,Bank Transfer,2728.76,149556.19,1,Yes,No,West,No,0,0.191,Low
CUST6815,Female,18,23,Month-to-month,Fiber,Credit Card,1726.88,40424.02,3,Yes,Yes,South,Yes,1,0.713,High
CUST6816,Female,48,28,Month-to-month,Fiber,Bank Transfer,2346.09,60543.33,4,No,Yes,North,Yes,1,0.735,High
CUST6817,Female,39,33,One year,DSL,UPI Autopay,2757.73,93612.33,4,No,Yes,West,No,0,0.304,Low
CUST6818,Male,29,18,One year,Fiber,UPI Autopay,305.74,5728.83,3,No,No,West,No,0,0.32,Low
CUST6819,Male,36,64,Month-to-month,Fiber,UPI Autopay,3366.76,203662.42,3,No,No,North,Yes,1,0.575,Medium
CUST6820,Female,56,52,Month-to-month,Fiber,Bank Transfer,1925.17,102709.19,3,No,No,East,Yes,1,0.61,Medium
CUST6821,Male,30,2,Month-to-month,Fiber,Electronic Check,2121.51,4079.31,2,No,No,West,No,0,0.844,High
CUST6822,Male,39,36,Month-to-month,Fiber,UPI Autopay,331.56,12490.91,2,Yes,No,North,Yes,1,0.603,Medium
CUST6823,Male,37,32,Month-to-month,No Internet,Bank Transfer,2335.55,75192.11,2,No,Yes,East,No,0,0.632,Medium
CUST6824,Female,40,6,Month-to-month,DSL,Bank Transfer,1232.51,7182.22,4,No,No,Central,No,0,0.758,High
CUST6825,Male,21,1,Month-to-month,Fiber,Electronic Check,3290.64,3124.04,0,Yes,Yes,West,No,0,0.822,High
CUST6826,Male,20,65,Month-to-month,Fiber,UPI Autopay,3445.84,227253.92,0,Yes,No,Central,No,0,0.466,Medium
CUST6827,Female,61,39,Month-to-month,DSL,Bank Transfer,2795.99,112315.18,0,No,No,North,Yes,1,0.464,Medium
CUST6828,Female,54,1,One year,No Internet,UPI Autopay,3009.06,2827.66,1,No,No,East,Yes,1,0.355,Medium
CUST6829,Female,52,23,Month-to-month,Fiber,Electronic Check,2164.95,50965.59,1,No,Yes,South,Yes,1,0.729,High
CUST6830,Female,19,6,Month-to-month,Fiber,Electronic Check,3164.6,18902.04,3,No,Yes,South,No,0,0.859,High
CUST6831,Male,60,4,One year,Fiber,Bank Transfer,3115.05,12554.79,4,No,No,East,Yes,1,0.513,Medium
CUST6832,Female,45,71,Month-to-month,Fiber,Credit Card,3366.09,249830.44,2,Yes,No,East,No,0,0.496,Medium
CUST6833,Male,69,45,Two year,DSL,Credit Card,3113.87,139017.91,1,No,No,North,No,0,0.15,Low
CUST6834,Female,19,14,Month-to-month,Fiber,Electronic Check,2456.36,31206.08,1,Yes,Yes,South,Yes,1,0.772,High
CUST6835,Female,65,17,Month-to-month,DSL,Bank Transfer,1436.49,23567.63,1,Yes,Yes,South,No,0,0.595,Medium
CUST6836,Male,33,4,Month-to-month,Fiber,Bank Transfer,3126.66,11318.73,5,No,Yes,Central,No,0,0.876,High
CUST6837,Male,18,37,Two year,Fiber,UPI Autopay,956.32,35529.11,3,Yes,No,East,No,0,0.246,Low
CUST6838,Female,61,19,Month-to-month,No Internet,Electronic Check,2918.89,51435.48,4,Yes,No,East,No,0,0.864,High
CUST6839,Male,69,43,One year,DSL,Electronic Check,2639.88,110630.04,0,No,No,West,No,0,0.228,Low
CUST6840,Male,26,9,One year,Fiber,Electronic Check,1359.26,12267.59,2,No,Yes,Central,Yes,1,0.43,Medium
CUST6841,Male,48,26,Month-to-month,Fiber,Credit Card,1189.6,32308.48,3,No,Yes,East,No,0,0.68,High
CUST6842,Female,49,61,Month-to-month,DSL,Bank Transfer,2319.25,142782.04,2,No,No,North,No,0,0.453,Medium
CUST6843,Female,32,48,One year,DSL,Credit Card,2672.91,119747.04,1,No,Yes,West,No,0,0.155,Low
CUST6844,Male,48,46,Month-to-month,Fiber,Electronic Check,1345.5,59396.31,2,No,No,East,Yes,1,0.686,High
CUST6845,Female,51,3,Month-to-month,DSL,Electronic Check,657.17,2061.31,0,No,No,East,No,0,0.644,Medium
CUST6846,Male,60,11,Month-to-month,DSL,Credit Card,2773.8,28515.07,2,No,Yes,South,Yes,1,0.7,High
CUST6847,Female,62,31,One year,DSL,UPI Autopay,2288.31,63926.15,1,Yes,Yes,North,No,0,0.188,Low
CUST6848,Male,33,15,One year,DSL,Credit Card,2683.88,39905.05,3,No,Yes,East,No,0,0.309,Low
CUST6849,Female,34,38,One year,Fiber,UPI Autopay,2878.29,98839.5,2,No,No,West,No,0,0.276,Low
CUST6850,Male,51,66,Month-to-month,DSL,UPI Autopay,729.74,48051.64,2,No,Yes,Central,No,0,0.461,Medium
CUST6851,Female,64,6,One year,DSL,Credit Card,2724.0,15210.02,1,No,No,North,No,0,0.273,Low
CUST6852,Female,30,63,Month-to-month,DSL,Bank Transfer,1916.24,125034.53,1,No,No,East,No,0,0.388,Medium
CUST6853,Female,68,13,Month-to-month,Fiber,Electronic Check,1878.2,22724.36,1,No,No,West,No,0,0.785,High
CUST6854,Female,19,40,Month-to-month,Fiber,Credit Card,843.91,35311.84,1,Yes,No,North,Yes,1,0.534,Medium
CUST6855,Male,19,35,Month-to-month,Fiber,Electronic Check,1488.29,46915.66,0,Yes,Yes,Central,Yes,1,0.664,High
CUST6856,Male,21,34,Month-to-month,Fiber,Electronic Check,646.64,21918.73,0,No,No,North,Yes,1,0.601,Medium
CUST6857,Male,55,67,One year,DSL,Bank Transfer,2633.35,176145.1,2,No,No,Central,No,0,0.151,Low
CUST6858,Male,43,29,Two year,Fiber,Credit Card,3460.35,95429.39,0,No,No,Central,Yes,1,0.234,Low
CUST6859,Female,58,22,One year,Fiber,Electronic Check,1203.51,26059.83,0,No,No,Central,Yes,1,0.306,Low
CUST6860,Male,21,67,Month-to-month,DSL,Credit Card,1643.99,115000.65,1,Yes,No,West,No,0,0.429,Medium
CUST6861,Female,50,34,Month-to-month,Fiber,Bank Transfer,1719.62,56322.26,4,No,No,West,No,0,0.743,High
CUST6862,Male,40,44,Month-to-month,Fiber,Credit Card,3387.86,135130.32,1,No,Yes,East,Yes,1,0.571,Medium
CUST6863,Female,24,63,One year,DSL,UPI Autopay,1153.11,73629.78,2,Yes,No,West,No,0,0.151,Low
CUST6864,Female,64,8,One year,Fiber,UPI Autopay,1504.92,12542.8,2,No,No,Central,No,0,0.355,Medium
CUST6865,Male,57,58,Month-to-month,DSL,Electronic Check,2600.67,153909.86,5,No,No,South,No,0,0.74,High
CUST6866,Female,41,52,Month-to-month,DSL,Electronic Check,2687.22,146227.53,1,No,No,West,Yes,1,0.59,Medium
CUST6867,Female,18,26,Two year,Fiber,Credit Card,1510.06,39386.4,1,Yes,No,East,No,0,0.209,Low
CUST6868,Female,22,26,Two year,Fiber,Credit Card,2477.66,59772.94,0,Yes,Yes,West,No,0,0.212,Low
CUST6869,Male,26,43,Month-to-month,DSL,Bank Transfer,2983.59,118878.7,0,No,No,North,No,0,0.451,Medium
CUST6870,Female,66,24,Month-to-month,DSL,Electronic Check,2650.12,59739.36,4,No,No,Central,No,0,0.826,High
CUST6871,Male,56,40,Two year,Fiber,Credit Card,3151.55,125146.57,2,No,No,South,No,0,0.247,Low
CUST6872,Male,27,52,Two year,Fiber,Bank Transfer,1289.33,68682.46,4,Yes,Yes,South,Yes,1,0.25,Low
CUST6873,Male,37,63,Two year,Fiber,UPI Autopay,1145.37,69422.02,4,Yes,No,East,No,0,0.225,Low
CUST6874,Female,27,23,Two year,No Internet,Bank Transfer,1520.66,34070.68,1,Yes,Yes,Central,No,0,0.23,Low
CUST6875,Male,49,67,Month-to-month,Fiber,UPI Autopay,840.37,56577.81,1,Yes,No,West,No,0,0.506,Medium
CUST6876,Male,20,41,Month-to-month,Fiber,Credit Card,2242.5,96084.59,1,No,Yes,East,No,0,0.541,Medium
CUST6877,Female,58,36,Month-to-month,DSL,UPI Autopay,2631.24,97551.89,1,Yes,No,Central,No,0,0.584,Medium
CUST6878,Male,28,46,Month-to-month,DSL,Credit Card,1161.66,51177.06,2,No,Yes,West,Yes,1,0.525,Medium
CUST6879,Female,68,42,One year,Fiber,Bank Transfer,2089.5,87293.1,3,Yes,Yes,West,No,0,0.301,Low
CUST6880,Male,33,43,Month-to-month,Fiber,Bank Transfer,2755.41,114623.34,2,Yes,No,Central,Yes,1,0.668,High
CUST6881,Male,34,61,One year,Fiber,Electronic Check,763.76,42384.14,0,No,Yes,North,No,0,0.164,Low
CUST6882,Female,59,54,Month-to-month,DSL,Bank Transfer,2098.37,113954.57,2,Yes,Yes,East,No,0,0.497,Medium
CUST6883,Female,56,7,Month-to-month,No Internet,Electronic Check,1964.57,13799.26,0,No,No,West,Yes,1,0.76,High
CUST6884,Female,36,35,Month-to-month,DSL,Credit Card,2815.15,91635.51,4,Yes,No,North,Yes,1,0.689,High
CUST6885,Male,39,32,Month-to-month,Fiber,Electronic Check,3356.11,112131.51,0,No,No,South,No,0,0.697,High
CUST6886,Male,46,45,One year,Fiber,Electronic Check,376.85,16798.63,4,No,No,South,No,0,0.38,Medium
CUST6887,Female,21,47,Two year,Fiber,UPI Autopay,2556.73,109423.73,3,Yes,Yes,West,No,0,0.255,Low
CUST6888,Male,28,20,Two year,No Internet,UPI Autopay,2159.62,40160.17,2,No,No,West,No,0,0.298,Low
CUST6889,Female,34,8,Month-to-month,Fiber,Credit Card,454.69,3468.84,3,No,No,North,Yes,1,0.704,High
CUST6890,Female,20,20,One year,No Internet,Bank Transfer,2927.66,53673.1,2,No,Yes,Central,No,0,0.324,Low
